id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
575222.0,2024-01-17,quarta-feira,06:20:00,PB,101,"86,2",JOAO PESSOA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Sim,3,0,1,0,1,1,1,3,-7.15118983,-34.91012184,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
576175.0,2024-01-21,domingo,10:10:00,PB,230,"27,9",JOAO PESSOA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Curva,Sim,3,0,1,0,1,1,1,3,-7.165318,-34.898401,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
576677.0,2024-01-23,terça-feira,16:15:00,PB,104,97,ESPERANCA,Velocidade Incompatível,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,-7.01994564,-35.85788662,SPRF-PB,DEL02-PB,UOP04-DEL02-PB
576685.0,2024-01-23,terça-feira,17:34:00,PB,101,"89,9",JOAO PESSOA,Manobra de mudança de faixa,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Retorno Regulamentado;Reta,Sim,2,0,1,0,1,0,1,2,-7.17816256,-34.89989162,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
576758.0,2024-01-24,quarta-feira,07:40:00,PB,101,95,CONDE,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-7.22379403,-34.91488195,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
576762.0,2024-01-24,quarta-feira,08:25:00,PB,101,88,JOAO PESSOA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva;Interseção de Vias,Sim,3,0,0,0,3,0,0,2,-7.1710694,-34.89765372,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
577117.0,2024-01-05,sexta-feira,15:30:00,PB,104,"182,3",ALCANTIL,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Interseção de Vias;Aclive,Não,4,1,0,1,1,2,1,4,-7.67735252,-36.06914717,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
577144.0,2024-01-26,sexta-feira,08:35:00,PB,101,124,CAAPORA,Transitar no Acostamento,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Aclive;Curva,Não,3,1,0,0,1,2,0,4,-7.46746892,-34.9772648,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
577435.0,2024-01-27,sábado,18:55:00,PB,101,94,CONDE,Ausência de reação do condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Declive,Sim,4,0,0,0,4,0,0,2,-7.21483297,-34.9117521,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
577574.0,2024-01-28,domingo,10:55:00,PB,230,"90,6",GURINHEM,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta;Declive,Não,2,0,0,2,0,0,2,1,-7.17772679,-35.41638851,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
577874.0,2024-01-29,segunda-feira,18:30:00,PB,230,"59,3",CRUZ DO ESPIRITO SANTO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,5,0,0,2,2,3,2,5,-7.2043,-35.1305,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
577907.0,2024-01-29,segunda-feira,22:38:00,PB,101,88,JOAO PESSOA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Sim,4,0,2,0,1,1,2,3,-7.16881637,-34.89706993,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
577960.0,2024-01-30,terça-feira,08:50:00,PB,230,282,SANTA LUZIA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,10,0,3,0,5,2,3,6,-6.9203,-36.8532,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
578946.0,2024-02-04,domingo,10:15:00,PB,116,"12,1",CACHOEIRA DOS INDIOS,Ultrapassagem Indevida,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta;Aclive,Não,3,0,0,0,1,2,0,3,-6.993578,-38.746815,SPRF-CE,DEL05-CE,UOP03-DEL05-CE
579139.0,2024-02-03,sábado,10:15:00,PB,230,"151,1",CAMPINA GRANDE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,0,1,1,1,1,3,-7.2587,-35.8778,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
579365.0,2024-02-06,terça-feira,08:00:00,PB,104,130,CAMPINA GRANDE,Transitar na contramão,Colisão lateral sentido oposto,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Sim,2,0,0,0,2,0,0,2,-7.29013399,-35.89029705,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
579809.0,2024-02-08,quinta-feira,13:45:00,PB,104,"55,6",BARRA DE SANTA ROSA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Aclive,Não,2,0,1,0,1,0,1,2,-6.78424966,-35.98358004,SPRF-PB,DEL02-PB,UOP04-DEL02-PB
580071.0,2024-02-09,sexta-feira,15:00:00,PB,0,0,SANTA RITA,Acesso irregular,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Não Informado,Céu Claro,Simples,Ponte;Curva,Não,2,0,1,0,0,2,1,3,-7.11158168,-34.96210098,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
581293.0,2024-02-15,quinta-feira,11:50:00,PB,101,"119,3",CAAPORA,Demais falhas mecânicas ou elétricas,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Nublado,Dupla,Desvio Temporário;Aclive;Reta,Não,2,0,0,0,1,1,0,2,-7.43090049,-34.96810913,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
581653.0,2024-02-17,sábado,09:50:00,PB,230,"354,6",PATOS,Acesso irregular,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Sol,Simples,Declive;Reta,Não,3,1,0,1,1,0,1,2,-6.9338,-37.4135,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
581948.0,2024-02-18,domingo,18:45:00,PB,230,426,POMBAL,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-6.7336,-37.9059,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
582031.0,2024-02-19,segunda-feira,12:00:00,PB,101,"119,4",CAAPORA,Carga excessiva e/ou mal acondicionada,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Curva;Aclive,Não,2,0,0,0,1,1,0,2,-7.42897814,-34.96672977,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
582324.0,2024-02-20,terça-feira,22:55:00,PB,230,"18,5",JOAO PESSOA,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,-7.1198,-34.8453,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
582441.0,2024-02-21,quarta-feira,16:20:00,PB,230,"288,4",SANTA LUZIA,Condutor deixou de manter distância do veículo da frente,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Aclive,Não,2,0,1,0,1,0,1,1,-6.8871,-36.894,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
582516.0,2024-02-22,quinta-feira,04:45:00,PB,230,"144,9",CAMPINA GRANDE,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Sem Vítimas,Amanhecer,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,-7.2512,-35.8399,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
582716.0,2024-02-23,sexta-feira,06:45:00,PB,230,332,PATOS,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,0,1,2,0,1,2,-7.0203,-37.2403,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
582864.0,2024-02-23,sexta-feira,16:30:00,PB,116,11,CACHOEIRA DOS INDIOS,Acumulo de água sobre o pavimento,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,3,0,1,1,0,2,2,4,-6.985178,-38.744354,SPRF-CE,DEL05-CE,UOP03-DEL05-CE
582932.0,2024-02-24,sábado,06:00:00,PB,101,"85,2",BAYEUX,Ausência de reação do condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-7.14538184,-34.91662887,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
583365.0,2024-02-26,segunda-feira,03:20:00,PB,104,"147,1",QUEIMADAS,Deficiência do Sistema de Iluminação/Sinalização,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,0,1,2,1,0,3,3,-7.439395,-35.901844,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
583513.0,2024-02-26,segunda-feira,18:10:00,PB,101,86,BAYEUX,Reação tardia ou ineficiente do condutor,Engavetamento,Sem Vítimas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,5,0,0,0,4,1,0,5,-7.15118983,-34.91012184,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
583620.0,2024-02-27,terça-feira,08:50:00,PB,101,"84,9",BAYEUX,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,6,0,2,0,3,1,2,5,-7.13957906,-34.92312806,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
583650.0,2024-02-27,terça-feira,12:20:00,PB,101,122,CAAPORA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Aclive;Reta,Não,6,0,2,1,2,1,3,3,-7.45038197,-34.97994215,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
583902.0,2024-02-28,quarta-feira,19:00:00,PB,230,26,JOAO PESSOA,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,8,1,0,0,6,1,0,4,-7.165559,-34.888908,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
584593.0,2024-03-02,sábado,23:00:00,PB,230,15,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva;Declive,Sim,2,0,1,0,1,0,1,2,-7.093,-34.8482,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
584927.0,2024-03-04,segunda-feira,09:10:00,PB,230,22,JOAO PESSOA,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-7.1495,-34.8517,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
585083.0,2024-03-05,terça-feira,04:00:00,PB,230,427,POMBAL,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,0,2,1,3,-6.7349,-37.916,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
585339.0,2024-03-06,quarta-feira,10:10:00,PB,101,"121,5",CAAPORA,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,4,0,1,0,2,1,1,4,-7.44160988,-34.97799652,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
585572.0,2024-03-07,quinta-feira,04:20:00,PB,110,69,SAO JOSE DE ESPINHARAS,Condutor Dormindo,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Curva,Não,1,0,0,1,0,0,1,1,-6.8721941,-37.41186648,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
585654.0,2024-03-07,quinta-feira,14:30:00,PB,230,"133,4",CAMPINA GRANDE,Condutor Dormindo,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,2,0,1,0,1,0,1,2,-7.2767,-35.7464,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
586007.0,2024-03-09,sábado,00:05:00,PB,101,"10,6",MAMANGUAPE,Transtornos Mentais (exceto suicidio),Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Aclive,Não,2,0,0,1,1,0,1,1,-6.583587,-35.144005,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
586441.0,2024-03-10,domingo,21:30:00,PB,412,20,BOA VISTA,Ultrapassagem Indevida,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,2,-7.26591,-36.239204,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
587027.0,2024-03-13,quarta-feira,15:00:00,PB,230,"112,9",INGA,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,2,0,1,0,0,1,1,2,-7.2117,-35.5822,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
587089.0,2024-03-13,quarta-feira,18:05:00,PB,230,"124,3",RIACHAO DO BACAMARTE,Condutor Dormindo,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Chuva,Dupla,Aclive;Reta,Não,3,0,0,0,2,1,0,3,-7.25038,-35.683654,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
587156.0,2024-03-14,quinta-feira,08:30:00,PB,230,"147,5",CAMPINA GRANDE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,1,1,0,0,1,1,2,-7.2425,-35.8567,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
588512.0,2024-03-20,quarta-feira,08:10:00,PB,101,126,CAAPORA,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Em Obras;Reta,Não,2,0,1,0,0,1,1,2,-7.48484909,-34.98096868,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
588956.0,2024-01-24,quarta-feira,01:46:00,PB,230,"115,3",INGA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva,Não,2,0,1,0,0,1,1,2,-7.2296,-35.5998,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
589078.0,2024-03-22,sexta-feira,15:30:00,PB,427,"35,3",POMBAL,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,1,1,0,1,2,2,-6.75903094,-37.772584,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
589620.0,2024-03-25,segunda-feira,08:46:00,PB,230,22,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,0,1,2,0,1,3,-7.1495,-34.8517,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
589674.0,2024-03-25,segunda-feira,13:57:00,PB,230,286,SANTA LUZIA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,5,0,0,0,4,4,0,7,-6.8978,-36.8794,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
590045.0,2024-03-27,quarta-feira,10:50:00,PB,101,"34,7",MAMANGUAPE,Condutor Dormindo,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não,2,0,1,0,0,2,1,3,-6.78533891,-35.13428131,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
590093.0,2024-03-27,quarta-feira,12:15:00,PB,230,125,RIACHAO DO BACAMARTE,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva;Declive,Não,2,0,1,1,0,0,2,1,-7.2498,-35.6827,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
590288.0,2024-03-28,quinta-feira,14:00:00,PB,230,24,JOAO PESSOA,Desvio temporário,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Em Obras;Declive;Curva;Desvio Temporário,Sim,5,0,3,1,1,0,4,2,-7.16800766,-34.86428378,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
590375.0,2024-03-28,quinta-feira,17:38:00,PB,230,333,PATOS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Curva;Declive,Sim,3,0,0,0,1,2,0,3,-7.014583,-37.2623,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
590509.0,2024-03-29,sexta-feira,07:34:00,PB,101,"58,6",SANTA RITA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não,4,1,0,0,1,2,0,4,-6.98564991,-35.07334684,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
590512.0,2024-03-29,sexta-feira,08:50:00,PB,101,"96,2",CONDE,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Fatais,Pleno dia,Decrescente,Chuva,Dupla,Retorno Regulamentado;Reta,Não,6,2,1,2,1,0,3,2,-7.23846306,-34.9268519,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
590965.0,2024-03-31,domingo,15:30:00,PB,116,9,CACHOEIRA DOS INDIOS,Demais falhas na via,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Declive;Curva,Não,2,0,1,0,0,1,1,2,-6.970903,-38.734009,SPRF-CE,DEL05-CE,UOP03-DEL05-CE
591184.0,2024-04-01,segunda-feira,14:20:00,PB,361,"0,3",PATOS,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Reta,Sim,2,0,0,0,2,0,0,2,-7.0185995,-37.26078,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
591255.0,2024-04-01,segunda-feira,19:44:00,PB,101,116,CAAPORA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Curva;Declive,Não,2,0,1,0,0,3,1,4,-7.405261,-34.95492,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
591446.0,2024-04-02,terça-feira,17:50:00,PB,104,140,QUEIMADAS,Conversão proibida,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,-7.37817097,-35.89737088,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
